White,Black,Result,Moves
Dinesh1652,saubhagya,0-1,1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. e5 Bf5 5. d4 e6 6. Be3 Nc6 7. a3 a5 8. Bd3 Bxd3 9. Qxd3 Nge7 10. Bg5 Qb6 11. Bxe7 Bxe7 12. Ne2 Qxb2 13. Qc3 Qxc3+ 14. Nbxc3 O-O 15. O-O Rac8 16. Rab1 Nxd4 17. Rxb7 Nxe2+ 18. Nxe2 Bxa3 19. Rfb1 Bb4 20. Nd4 h6 21. Nb5 Rc2 22. Nd6 Bc5 23. Rf1 a4 24. Rc7 Bxf2+ 25. Rxf2 Rxc7 26. Ra2 Ra7 27. Nb5 Ra5 28. Nd4 Rc8 29. Kf2 a3 30. Nb3 Ra4 31. g3 d4 32. Nd2 d3 33. Ke3 Rc2
saubhagya,SK1992,1-0,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 c5 5. Nf3 Nf6 6. e5 Qa5+ 7. Bd2 Qb6 8. Nc3 Nfd7 9. exd6 Bxd6 10. Be2 O-O 11. O-O Qc7 12. h3 Nc6 13. Bd3 b6 14. Ng5 h6 15. Qh5 Nce5 16. Bf5 Nf6 17. Nd5 Nxd5 18. Bxc8 Raxc8 19. Ne4 Ng6 20. Nxd6 Qxd6 21. Rad1 Rcd8 22. Qf3 Qe6 23. Rfe1 Qc8 24. Bxh6 gxh6 25. Rxd5 Rxd5 26. Qxd5 Rd8 27. Qh5 Kg7 28. c3 Qc6 29. Qf3 Qf6 30. Qe2 Rd5 31. Qc4 Rg5 32. g3 Qf5 33. Kg2 Ne5 34. Qd5 h5 35. h4 Rg4 36. Qxe5+ Qxe5 37. Rxe5 Kf6 38. Rxh5 Re4 39. Rh6+ Ke7 40. Kf1 Re5 41. Rh8 Rd5 42. Ke2 Re5+ 43. Kd2 Rd5+ 44. Kc2 Rf5 45. f4 Rd5 46. Rg8 Rd7 47. Rg5 Kf6 48. g4 Ke6 49. Re5+ Kf6 50. h5 Kg7 51. g5 f6 52. h6+ Kg6 53. gxf6 Kxf6 54. Rh5 Kg6 55. Rh2 Kh7 56. f5 Rf7 57. b3 Rxf5 58. a3 Rf7 59. b4 c4 60. a4
saubhagya,Bitatzeghaia,1-0,1. e4 c5 2. Nf3 Nc6 3. d4 e6 4. c3 d5 5. exd5 exd5 6. Be2 Be6 7. O-O Nf6 8. Bg5 Be7 9. Nbd2 O-O 10. dxc5 Bxc5 11. Nb3 Be7 12. Nfd4 Nxd4 13. Nxd4 h6 14. Nxe6 fxe6 15. Bxf6 Bxf6 16. Bg4 Re8 17. Re1 e5 18. Rc1 b5 19. g3 a5 20. Bf3 e4 21. Bg2 b4 22. Qb3 bxc3 23. bxc3 Rb8 24. Qa3 Qe7 25. Qxa5 Red8 26. c4 Ra8 27. Qb6 Rxa2 28. cxd5 Rxd5 29. Qb3 Rd2 30. Bxe4 Qd6 31. Bxd5+ Qxd5 32. Qxd5+ Rxd5 33. Rc8+ Kf7 34. Rb1 Rd2 35. Rb7+ Kg6 36. h4 h5 37. Rc6 Rd5 38. Rbb6 Ra5 39. Kg2 Ra2 40. Rc4 Ra5 41. Re6 Kf5 42. Ree4 Rb5 43. Rf4+ Kg6 44. Rc6 Rd5 45. Rcc4 Rb5 46. g4 hxg4 47. Rxg4+ Kh6 48. Rcf4 Kh5 49. f3 Rb2+ 50. Kh3 Rb1 51. Rf5+ Kh6 52. h5 Rh1+ 53. Kg2 Rxh5 54. Rxh5+ Kxh5 55. Kh3 Ba1 56. f4 Bb2 57. Rg5+ Kh6 58. Kg4 Bc3 59. f5 Kh7 60. Rh5+ Kg8 61. Kg5 Bf6+ 62. Kg6 Ba1 63. Rh1 Bb2 64. Rb1 Ba3 65. Rb8+ Bf8 66. Re8 Kh8 67. Rxf8#
fuzzycuffs,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4 Bg6 5. f4 e6 6. h4 h5 7. Be2 hxg4 8. Bxg4 Be4 9. Bf3 Bxf3 10. Qxf3 Rxh4 11. Nc3 Rxh1 12. Qxh1 Nd7 13. Qh7 Nh6 14. Be3 Qh4+ 15. Kd2 Qh2+ 16. Nge2 O-O-O 17. Rg1 c5 18. Nb5 a6 19. Nd6+ Kb8 20. Nxf7 cxd4 21. Bxd4 Rc8 22. Nxh6 gxh6 23. Qxd7 Rxc2+ 24. Kxc2 Qxe2+ 25. Kb3 Qc4#
saubhagya,Weed619,1-0,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Nf3 Bf5 5. d3 c6 6. Bd2 Qc7 7. g3 Nf6 8. Bg2 Nbd7 9. Qe2 h5 10. h4 e6 11. Bf4 Bd6 12. Bxd6 Qxd6 13. O-O-O b5 14. Ne4 Nxe4 15. dxe4 Qc5 16. exf5 Qxf5 17. Ng1 Rc8 18. Nf3 O-O 19. Ng5 b4 20. Be4 Qa5 21. Qxh5 Nf6 22. Bh7+ Kh8 23. Nxf7+ Rxf7 24. Qxa5 Nxh7 25. Rd8+ Rxd8 26. Qxd8+ Rf8 27. Qd4 a5 28. Re1 Re8 29. f4 Nf6 30. f5 Nd5 31. Rxe6 Rf8 32. Rxc6 Rxf5 33. Rc8+ Kh7 34. Qe4 g6 35. g4 Rf1+ 36. Kd2 Rf2+ 37. Kd3 Rh2 38. Qxd5 Rh3+ 39. Kc4 Rxh4 40. Qg8+ Kh6 41. Qh8+ Kg5 42. Rc5+ Kxg4 43. Qxh4+ Kxh4 44. Rxa5
Weed619,saubhagya,0-1,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Bc4 e6 7. Nf3 Nf6 8. O-O Be7 9. Ne5 O-O 10. f4 Nbd7 11. c3 Nb6 12. Bb3 a5 13. a4 Nfd5 14. f5 exf5 15. Nxf5 Bf6 16. Nxg6 hxg6 17. Ng3 Rc8 18. Qg4 c5 19. dxc5 Rxc5 20. Ne4 Rc6 21. Nxf6+ Nxf6 22. Qh3 Nbd5 23. Bg5 Qb6+ 24. Kh1 Qxb3 25. Qh4 Qc4 26. Bxf6 Nxf6 27. Rf4 Qe6 28. Rb1 Rb6 29. Rf3 Ne4 30. Rh3 Nf2+ 31. Qxf2 Re8 32. Qg3 Rxb2 33. Qh4 Rxb1+
saubhagya,Weed619,1-0,1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Bg7 5. Nc3 a6 6. Be3 Nf6 7. Bd3 O-O 8. O-O Re8 9. f3 d6 10. Qd2 Nc6 11. Nxc6 bxc6 12. Bh6 Bh8 13. f4 Bb7 14. f5 c5 15. fxg6 fxg6 16. Bg5 Rc8 17. Bxf6 Bxf6 18. Nd5 Bxb2 19. Rab1 Bd4+ 20. Kh1 Bxd5 21. exd5 c4 22. Bxg6 hxg6 23. Qxd4 Rf8 24. Qg4 Kg7 25. Qd4+ Kg8 26. Rbe1 Qa5 27. c3 Qxa2 28. Qg4 Kg7 29. Rxe7+ Kh6 30. Qh4#
oberschlumpf,saubhagya,1-0,1. d4 c6 2. e4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Nc5 Qb6 6. Nf3 Nd7 7. Nxd7 Bxd7 8. Ne5 Nf6 9. Bc4 e6 10. O-O Be7 11. Bg5 O-O 12. Nxd7 Nxd7
saubhagya,Sabau_Costel,1-0,1. e4 d6 2. Nf3 e5 3. d4 Nf6 4. dxe5 Nxe4 5. exd6 Nxd6 6. Be2 Be7 7. O-O Nd7 8. Nc3 Nf6 9. Bf4 O-O 10. Re1 Nde4 11. Qxd8 Rxd8 12. Nxe4 Nxe4 13. Bxc7 Rd7 14. Bf4 Bc5 15. Be3 Bxe3 16. fxe3 Rc7 17. Bd3 Nf6 18. Ne5 Be6 19. h3 Rd8 20. Rad1 g6 21. h4 Kg7 22. Kf2 Ng4+ 23. Nxg4 Bxg4 24. Rd2 f5 25. Kg3 Rcd7 26. e4 Kf6 27. exf5 Bxf5 28. Red1 h5 29. Kf2 Rd4 30. g3 R8d6 31. Ke1 Re6+ 32. Re2 Rxe2+ 33. Kxe2 Bg4+ 34. Ke3 Rxd3+ 35. Rxd3 Bf5 36. Rd6+ Kg7 37. c3 a6 38. a3 Bc2 39. Rb6 Ba4 40. Rxb7+ Kf6 41. Rb6+ Kf5 42. Rxa6 Bb5 43. Ra5 Kg4 44. Rxb5 Kxg3 45. Rg5+ Kxh4 46. Rxg6 Kh3 47. Rg8 h4 48. Rh8 Kh2 49. Rxh4+ Kg2 50. Rg4+ Kh2 51. Kf3 Kh3 52. Rf4 Kh2 53. Kf2 Kh3 54. Re4 Kh2 55. Rh4#
EML1995,saubhagya,0-1,1. e4 c6 2. Nc3 d5 3. exd5 cxd5 4. d4 Nc6 5. Bb5 Nf6 6. Bxc6+ bxc6 7. Qf3 Bg4 8. Qg3 e6 9. h3 Bf5 10. Nf3 Bxc2 11. O-O Ne4 12. Qe5 Nxc3 13. bxc3 Qd6 14. Qxd6 Bxd6 15. Bb2 Bd3 16. Rfd1 Be2 17. Re1 Bxf3 18. gxf3 O-O 19. Kf1 Rab8 20. Re2 Rb7 21. Rae1 Rfb8 22. Bc1 Rb1 23. Be3 Rxe1+ 24. Rxe1 Rb2 25. Re2 Rxe2 26. Kg2 Rxa2
saubhagya,Shasasin,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. e5 Ne4 6. O-O d5 7. exd6 Nxd6 8. Re1+ Be7 9. Bb3 O-O 10. Nxd4 Nxd4 11. Qxd4 Be6 12. Bxe6 fxe6 13. Nc3 Nc8 14. Qc4 b6 15. Qxe6+ Kh8 16. Bf4 Rxf4 17. Nd5 Nd6 18. Nxf4 Qf8 19. Qxe7 Re8 20. Qxf8+ Rxf8 21. Ne6 Re8 22. Nxc7 Rxe1+ 23. Rxe1 Kg8 24. Nd5 Nc4 25. b3 Nd2 26. Nf4 g6 27. Nh3 Kf7 28. Ng5+ Kf6 29. Ne4+ Nxe4 30. Rxe4 Kf5 31. f3 h5 32. c4 a5 33. Kf2 Kf6 34. Ke3 Kf5 35. Rd4 Ke5 36. Rd8 Kf5 37. Rb8 Ke5 38. Rxb6 a4 39. Rxg6 axb3 40. axb3 Kf5 41. Ra6 Kg5 42. Ra5+ Kh6 43. Rxh5+ Kxh5 44. b4 Kg6 45. b5 Kf6 46. b6 Ke6 47. b7 Kd6 48. b8=Q+ Kc5 49. Qe5+ Kxc4 50. f4 Kb3 51. f5 Ka2 52. f6 Kb3 53. f7 Kc4 54. f8=Q Kb3 55. Qf7+ Ka4 56. Qb8 Ka5 57. Qfa7#
LiquidFyre,saubhagya,1-0,1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4 h5 5. Bg5 Qb6 6. b3 e6 7. Nc3 Bb4 8. Bd2 Qa5 9. Qf3 Ne7 10. Be2 Bg4 11. Qd3 Bf5 12. Qf3 Nd7 13. Nh3 O-O-O 14. O-O f6 15. exf6 gxf6 16. Rfc1 Rdg8 17. Kh2 Bxc3 18. Bxc3 Qc7+ 19. Kh1 Be4 20. Rg1 Bxf3 21. Bxf3 Nf5 22. g3 c5 23. Bb2 cxd4 24. Bxd4 Nxd4 25. c3 Nxf3 26. Rgc1 Nde5 27. c4 Kb8 28. cxd5 Qg7 29. dxe6 Qg4 30. Nf4 Nd2 31. Rc3 Ne4 32. Re3 Nxf2+ 33. Kg2 Ne4 34. Rxe4 Qxh4 35. Kf2 Qxg3+ 36. Ke2 Qf3+ 37. Kd2 Qxe4 38. Kc3 Rg7 39. Rd1 Qf3+ 40. Kb4 Qxf4+ 41. Ka3 Qf2 42. e7 Qxa2+ 43. Kxa2 Rxe7 44. Kb2 Rhe8 45. Ka3
Maahtz,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Bd3 Bxd3 5. Qxd3 e6 6. Nf3 Nd7 7. O-O g6 8. Nbd2 Bg7 9. Nb3 Ne7 10. Bg5 O-O 11. Rac1 Re8 12. Nc5 Nxc5 13. dxc5 Qa5 14. Qa3 Qxa3 15. bxa3 Nf5 16. Bf6 Bf8 17. g3 Bxc5 18. a4 a5 19. Nh4 Nxh4 20. Bxh4 Be7 21. Bf6 Bxf6 22. exf6 e5 23. Rce1 Re6 24. f4 e4 25. f5 Rxf6 26. fxg6 Rxf1+ 27. Rxf1 hxg6 28. h4 Kg7 29. g4 Re8 30. Kf2 d4 31. Ke2 Re5 32. g5 c5 33. Rf6 Re6 34. Rxe6 fxe6 35. c3 e5 36. cxd4 exd4 37. a3 c4 38. Kd2 d3 39. h5 gxh5 40. g6 Kxg6 41. Kd1 h4 42. Ke1 h3 43. Kf1 d2 44. Ke2 h2 45. Kxd2 h1=Q 46. Ke3 Qf3+ 47. Kd4 Qd3+ 48. Ke5 Qxa3 49. Kf4 Qxa4 50. Kxe4 c3+ 51. Kd3 Qd1+ 52. Kxc3 Qb1 53. Kc4 a4 54. Kc5 a3 55. Kd6 a2 56. Kc7 a1=Q 57. Kb8 Qh8+ 58. Ka7 Qg1+ 59. Kxb7 Qh7+ 60. Kc6 Qc1+ 61. Kd5 Qf7+ 62. Ke4 Qc2+ 63. Kd4 Qf6+ 64. Kd5 Qa2+ 65. Ke4 Qae6+ 66. Kd3 Qf3+ 67. Kd4 Qfd5+ 68. Kc3 Qec6+ 69. Kb4 Qdb5+ 70. Ka3 Qca6#
saubhagya,FG_14,1-0,1. e4 c6 2. Nf3 d5 3. Nc3 Nf6 4. e5 Ne4 5. Nxe4 dxe4 6. Bc4 exf3 7. Qxf3 f6 8. exf6 gxf6 9. Qh5+ Kd7 10. d4 Qe8 11. Be6+ Kd8 12. Qxe8+ Kxe8 13. Bxc8 Bh6 14. Bxh6 Rg8 15. Bxb7 Rxg2 16. Bxa8 Nd7 17. Bxc6 Rg6 18. Be3 Kf7 19. Bxd7 Rg7 20. d5 Kf8 21. Bh6 Kf7 22. Bxg7 Kxg7 23. Rg1+ Kf7 24. Be6+ Ke8 25. Rg8#
Sabau_Costel,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Bd3 Bxd3 6. Qxd3 Nd7 7. Nc3 g6 8. Bg5 Qb6 9. O-O Bg7 10. a4 Nh6 11. Bxh6 Bxh6 12. a5 Qd8 13. h3 O-O 14. Ne2 c5 15. dxc5 Nxc5 16. Qd1 Ne4 17. Ng3 Nxg3 18. fxg3 Rc8 19. g4 Qc7 20. g5 Bg7 21. h4 Bxe5 22. Nxe5 Qxe5 23. c3 Qe4 24. Qd4 Qxd4+ 25. cxd4 Rc2 26. Rab1 Rfc8 27. b4 Rd2 28. Rfd1 Re2 29. Kf1 Rcc2 30. b5 Rf2+ 31. Kg1 Rxg2+ 32. Kf1 Rh2 33. Kg1 Rcg2+ 34. Kf1 Ra2 35. Kg1 Rxh4 36. a6 bxa6 37. bxa6 Rxa6 38. Rb8+ Kg7 39. Rd2 Rg4+ 40. Kf1 Rxg5 41. Ke2 Rg2+ 42. Kd3 Ra3+ 43. Kc2 Ra2+ 44. Rb2 Rxb2+ 45. Kxb2 Rxd2+ 46. Kc3 Rxd4 47. Kxd4 h5 48. Kc5 Kf6 49. Kc6 h4 50. Kb7 h3 51. Kc7 h2 52. Kd7 h1=Q 53. Ke8 Qh8+ 54. Kd7 e5 55. Kc7 d4 56. Kb7 d3 57. Kc7 d2 58. Kc6 d1=Q 59. Kc7 Qdd8+ 60. Kc6 Qhe8+ 61. Kb7 Qb6#
saubhagya,kabawsky,1-0,1. e4 d5 2. Nf3 dxe4 3. Ng5 e3 4. dxe3 Nh6 5. Qxd8+ Kxd8 6. Bc4 e6 7. O-O Nc6 8. Rd1+ Bd7 9. Nc3 Be7 10. Nxe6+ fxe6 11. Bxe6 Bd6 12. Bxd7 Kxd7 13. e4 Rae8 14. Bxh6 gxh6 15. f3 Kc8 16. Nb5 a6 17. Nxd6+ cxd6 18. Rxd6 Rd8 19. Rxh6 Rd2 20. c3 Rxb2 21. Rd1 Kb8 22. Rd7 Ka7 23. Rxc6 Rb1+ 24. Kf2 Rb6 25. Rcc7 Rb8 26. Rxh7 a5 27. Rc5 Ka6 28. Rhh5 Rb2+ 29. Ke3 Kb6 30. Rxa5 Kc7 31. Rac5+ Kd7 32. Rhd5+ Ke6 33. g4 Rb6 34. f4
saubhagya,GilbertoMiguel,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. dxe5 dxe5 5. Qxd8+ Nxd8 6. Nxe5 Nf6 7. f3 Bb4+ 8. c3 Bd6 9. Nc4 O-O 10. e5 Re8 11. Bf4 Nh5 12. Nxd6 Nxf4 13. Nxe8 Nd3+ 14. Bxd3 Be6 15. Nxc7 Nc6 16. Nxa8
LiquidFyre,saubhagya,1-0,1. e4
saubhagya,superfernan40,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 h6 5. Nxd4 Nxd4 6. Qxd4 Qf6 7. Be3 b6 8. O-O Bb7 9. Nc3 O-O-O 10. Nb5 Qxd4 11. Bxd4 a6 12. Nc3 b5 13. Bd3 f6 14. a3 c5 15. Be3 Bd6 16. Nd5 Ne7 17. c4 bxc4 18. Bxc4 Ng6 19. f4 Rhe8 20. f5 Ne5 21. Ba2 Ng4 22. Bf4 Be5 23. Bxe5 Rxe5 24. Rae1 h5 25. h3 Nh6 26. b4 Rde8 27. Rc1 Rxe4 28. Rxc5+ Kb8 29. Rfc1 Bxd5 30. Bxd5 Re1+ 31. Kf2 Rxc1 32. Rxc1 Nxf5 33. Bf7 Rc8 34. Rxc8+ Kxc8 35. Bxh5 Nd4 36. Be2 Kb7 37. Bd1 d6 38. Ke3 Nf5+ 39. Kf4 Nd4 40. g4 Kb6 41. Ke4 Nc6 42. Kd5 Kc7 43. Ba4 Ne5 44. Ke6 Nf3 45. Kf7 Ng5+ 46. Kxg7 Nxh3 47. Kxf6 Kb6 48. g5 Nf4 49. g6 Nh5+ 50. Kf7 a5 51. g7 Nxg7 52. Kxg7 axb4 53. axb4 d5 54. Kf6 d4 55. Ke5 d3 56. Kd4 d2 57. Kc4
ParisK,saubhagya,0-1,1. e4 c6 2. f4 d5 3. exd5 cxd5 4. Nf3 Nc6 5. Bb5 Bd7 6. O-O g6 7. d4 Bg7 8. c3 Nf6 9. h3 O-O 10. Bxc6 bxc6 11. Be3 Be6 12. Nbd2 Bf5 13. Kh2 Be4 14. Ng5 Bf5 15. g4 Bd7 16. c4 h6 17. Ngf3 Bxg4 18. hxg4 Nxg4+ 19. Kg3 Nxe3 20. Qe2 Nxf1+ 21. Qxf1 e6 22. c5 Rb8 23. b3 Qa5 24. Qh3 Qc3 25. Rh1 h5 26. Nb1 Qe3 27. Re1 Qd3 28. Qf1 Qxf1 29. Rxf1 Rb4 30. Rd1 a5 31. Nc3 Rfb8 32. Na4 Kh7 33. Ng5+ Kg8 34. Nf3 f6 35. Nb6 e5 36. fxe5 fxe5 37. Nd7 Re8 38. dxe5 Rg4+ 39. Kh3 Re4 40. Rg1 Re7 41. Nb8 Rc7 42. Rxg6 Kf7 43. Rg5 Re3 44. Kg2 Re2+ 45. Kg3 Rxa2 46. Nd4 a4 47. bxa4 Rxa4 48. Ndxc6 Rg4+ 49. Rxg4 hxg4 50. Kxg4 Ke6 51. Kf4 Bh6+ 52. Kf3 Bd2 53. Nd4+ Kxe5 54. Nbc6+ Kf6 55. Ke2 Bc3 56. Kd3 Bxd4 57. Nxd4 Rxc5 58. Nb3 Rc7 59. Nd4 Ke5 60. Nf3+ Kf4 61. Nd2 Ke5 62. Nf3+ Kd6 63. Nd4 Rh7 64. Nb5+ Kc5 65. Nc3 Rh3+ 66. Kd2 Kd4 67. Ne2+ Ke4 68. Ng1 Rd3+ 69. Ke2 Ra3 70. Kf1 Ra1+ 71. Kf2 Rxg1
reyben143,saubhagya,0-1,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Nc3 Nf6 6. Bg5 Bg4 7. Be2 e6 8. O-O Be7 9. h3 Bh5 10. g4 Bg6 11. a3 O-O 12. Ne5 Nxe5 13. dxe5 Nd7 14. Bxe7 Qxe7 15. f4 Qh4 16. Kh2 h5 17. Rg1 Nc5 18. Qd4 Ne4 19. Nxe4 Bxe4 20. Rg3 Bxc2 21. gxh5 Be4 22. Rg4 Qe7 23. Rag1 g6 24. hxg6 Bxg6 25. f5 exf5 26. Rxg6+ fxg6 27. Rxg6+ Kh7 28. Bh5 Rae8 29. Qf4 Qxe5 30. Rh6+ Kg8 31. Rg6+ Kf7 32. Qxe5 Rxe5 33. Rb6+ Ke7 34. Rxb7+ Kd6 35. Rxa7 f4 36. Ra6+ Kc5 37. b4+ Kc4 38. Be2+ Kd4 39. Bf3 Re3 40. Kg2 Rg8+ 41. Kf2 Rg3 42. Bg2 Rxa3 43. Rxa3 Rxa3 44. h4 Ra8 45. h5 Rh8 46. Bf3 Kc4 47. Kg2 d4 48. Kh3 Kxb4 49. Kg4 Kc3 50. Kxf4 d3 51. Kg5 d2 52. Kg6 Kc2
saubhagya,dashrndrx,1-0,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Bd6 5. Be2 Nc6 6. O-O Nge7 7. Re1 Bg4 8. c3 Qd7 9. b4 O-O 10. a4 f6 11. Nbd2 Ng6 12. Ba3 Nf4 13. Bf1 Nd8 14. h3 Bh5 15. c4 dxc4 16. Bxc4+ Kh8 17. Bb5 c6 18. Bf1 Nf7 19. Nc4 Bc7 20. b5 Rfe8 21. Rxe8+ Rxe8 22. g4 Bxg4 23. hxg4 Qxg4+ 24. Kh1 Qh5+ 25. Nh2 Qd5+ 26. Qf3 Qxd4 27. Bb2 Qc5 28. Ba3 Qd4 29. Rd1 Qe4 30. Qxe4 Rxe4 31. bxc6 bxc6 32. f3 Re8 33. Rd7 Ng5 34. Rxc7 h5 35. Kg1 Re1 36. Kf2 Ra1 37. Bf8 Ngh3+ 38. Kg3 Rxf1 39. Nxf1 Ne2+ 40. Kg2 Nhf4+ 41. Kf2 Nd4 42. Bxg7+ Kg8 43. Bxf6 Nfe6 44. Rc8+ Kf7 45. Bxd4 Nxd4 46. Nd6+
Mahmoud_Hazrati,saubhagya,0-1,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. c4 Nc6 5. cxd5 Qxd5 6. Nc3 Qd8 7. Bb5 Bd7 8. O-O Nf6 9. d4 e6 10. Bg5 Be7 11. Rb1 O-O 12. Bxf6 Bxf6 13. Bxc6 Bxc6 14. Ne5 Bxe5 15. dxe5 Qg5 16. f3 Qxe5 17. Ne4 Rad8 18. Qe1 Bxe4 19. fxe4 Rd4 20. b3 Rxe4 21. Qd2 Re2 22. Qd7 Qe3+ 23. Kh1 Qe4 24. Rbc1 Qxg2#
saubhagya,varicocha,0-1,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Bd3 a6 6. O-O e5 7. Nf5 Bxf5 8. exf5 d5 9. Re1 e4 10. f3 Bc5+ 11. Kh1 O-O 12. fxe4 dxe4 13. Bc4 Qc7 14. Nc3 Re8 15. Nd5 Nxd5 16. Qxd5 Nd7 17. Qxf7+ Kh8 18. b4 Bd6 19. Bb2 Ne5 20. Qxc7 Bxc7 21. Bb3 Ng4 22. h3 Nf2+ 23. Kg1 Bb6 24. Kf1 e3 25. c4 Rad8 26. c5 Bc7 27. Bc1 Bf4 28. Ke2 Nd3 29. Rd1 Nxc1+ 30. Raxc1 Rd2+ 31. Kf1 e2+ 32. Kg1 exd1=Q+ 33. Rxd1 Rxd1+ 34. Bxd1 Re1+ 35. Kf2 Rxd1
PzPio,saubhagya,1-0,1. e4 c6 2. d4 d5 3. e5 Bf5 4. f4 e6 5. Nf3 Nd7 6. Bd3 Bxd3 7. Qxd3 c5 8. Be3 cxd4 9. Bxd4 Bc5 10. Bxc5 Nxc5 11. Qb5+ Nd7 12. Nc3 Qb6 13. Qxb6 Nxb6 14. Nb5 O-O-O 15. Nxa7+ Kb8 16. Nb5 h6 17. Nfd4 Ne7 18. b3 g5 19. g3 gxf4 20. gxf4 Rhg8 21. O-O-O Rg2 22. Nd6 Nbc8 23. Nxf7 Rd7 24. Nxh6 Rc7 25. Rd2 Rxd2
waloya,saubhagya,0-1,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Bb5 Bg4 6. Bxc6+ bxc6 7. h3 Bxf3 8. Qxf3 Nf6 9. Bg5 h6 10. Bxf6 exf6 11. O-O Be7 12. Nc3 O-O 13. Rfe1 Re8 14. Re2 Bb4 15. Rae1 Qd7 16. Rxe8+ Rxe8 17. Rxe8+ Qxe8 18. g4 Qe1+ 19. Kg2 Bxc3 20. Qxc3 Qxc3 21. bxc3 Kf8 22. Kf3 Ke7 23. Kf4 Ke6 24. h4 g5+ 25. hxg5 fxg5+ 26. Ke3 f5 27. gxf5+ Kxf5 28. Kd3 h5 29. c4 h4 30. cxd5 cxd5 31. c4 h3 32. cxd5 h2 33. d6 Ke6 34. d5+ Kxd6
saubhagya,habeascorpus111,1-0,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 g6 5. Bd3 Bg7 6. c3 Qb6 7. Bc2
saubhagya,Ander205,1-0,1. e4 e5 2. Nf3 Nf6 3. Nc3 Bc5 4. Bc4 O-O 5. O-O d6 6. h3 Nc6 7. d3 Nd4 8. Bg5 h6 9. Bh4 Bd7 10. Nd5 c6 11. Nxf6+ gxf6 12. Nxd4 Bxd4 13. c3 Bb6 14. Qh5 Kg7 15. Kh1 Be6 16. Bxe6 fxe6 17. f4 Qe8 18. Qg4+ Qg6 19. Qxe6 Be3 20. f5 Qh5 21. Rf3 Qxh4 22. Rxe3 Qf2 23. Rae1 Qxb2 24. Rg3+ Kh7 25. Qe7+ Rf7 26. Qxf7+ Kh8 27. Qg7#
budi1965,saubhagya,0-1,1. Nf3 c6 2. d4 d5 3. e3 Bf5 4. c4 e6 5. Nc3 Nf6 6. Nh4 Bg4 7. f3 Bh5 8. g4 Nxg4 9. fxg4 Qxh4+ 10. Kd2 Bxg4 11. Be2 Bxe2 12. Qxe2 Bb4 13. a3 Bxc3+ 14. bxc3 Nd7 15. cxd5 exd5 16. a4 Nf6 17. Ba3 Ne4+ 18. Kc2 O-O-O 19. Rhg1 g6 20. Raf1 f5 21. a5 Rhe8 22. a6 b6 23. c4 Qf6 24. cxd5 Rxd5 25. Qc4 Red8 26. Rc1 b5 27. Qb4 Qh4 28. Kb1 Kd7 29. Rg2 Re8 30. Rgc2 Re6 31. Qf8 Qf6 32. Qb8 b4 33. Qxa7+ Ke8 34. Qb8+ Qd8 35. Qxd8+ Kxd8 36. Bxb4 Rb5 37. a7 Rxb4+ 38. Rb2 Ra4 39. Rb8+ Kc7 40. a8=Q Rxa8 41. Rxa8 Nd2+ 42. Kc2 Ne4 43. Ra7+ Kd6 44. Rxh7 c5 45. dxc5+ Nxc5 46. Kd2 Nb3+ 47. Kc2 Nxc1 48. Kxc1 Rxe3 49. Rh6 Re6 50. h4 Ke5 51. h5 gxh5 52. Rxh5 Kf4 53. Rh3 Kg4 54. Rh8 f4 55. Rg8+ Kf3 56. Kd2 Kf2 57. Rf8 f3 58. Kd1 Re4 59. Kd2 Kf1 60. Kd3 Re6 61. Rxf3+ Kg2
